nome,endereco,telefone,whatsapp,instagram,email,categoria,tem_site,url_site,avaliacao,num_avaliacoes,cidade,bairro,link_maps
Caroline Freitas Studio de Pilates,"Rua Octavio Cabral 710 Trend Sala 124 Condomínio Fusion - Jardim America, Itaguaí - RJ, 23810-302",21) 99913-9044,21) 99913-9044,,,estúdio de pilates,False,,4.9,,"Itaguaí, RJ",Jardim America,"https://www.google.com/maps/place/Caroline+Freitas+Studio+de+Pilates/@-22.8823425,-43.8193659,13z/data=!4m10!1m2!2m1!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf91d4e7c8d0b:0xd7463758039607b0!8m2!3d-22.8704414!4d-43.7677724!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSlokIiJlc3TDumRpbyBkZSBwaWxhdGVzIGVtIGl0YWd1YcOtIHJqkgEOcGlsYXRlc19zdHVkaW-aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUkNjVXBwTVVaQkVBReABAPoBBAgAEDw!16s%2Fg%2F11h15y18r8?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Stúdio A Pilates/Ana Paula Oliveira,"Stúdio A Pilates Ana Paula Oliveira - Av. Itaguaí, 3050 - Engenho, Itaguaí - RJ, 23820-306",21) 97723-8988,21) 97723-8988,,,estúdio de pilates,False,,5.0,,"Itaguaí, RJ",Engenho,"https://www.google.com/maps/place/St%C3%BAdio+A+Pilates%2FAna+Paula+Oliveira/@-22.8823531,-43.8193658,13z/data=!4m10!1m2!2m1!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf9b13585a95d:0x3f496cec0e7d03ba!8m2!3d-22.8698383!4d-43.7843834!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSlokIiJlc3TDumRpbyBkZSBwaWxhdGVzIGVtIGl0YWd1YcOtIHJqkgEOcGlsYXRlc19zdHVkaW-aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTklkaTE2V1RkQlJSQULgAQD6AQQIABBF!16s%2Fg%2F11kk16s2yp?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Studio MN Pilates Funcional,"R. Cel. Macedo Soares, 19 - Monte Serrat, Itaguaí - RJ, 23810-470",21) 98147-4359,21) 98147-4359,,,estúdio de pilates,True,https://m.facebook.com/pg/StudioMNPilatesFuncional/photos/,5.0,,"Itaguaí, RJ",Monte Serrat,"https://www.google.com/maps/place/Studio+MN+Pilates+Funcional/@-22.8823531,-43.8193658,13z/data=!4m10!1m2!2m1!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf887e3764599:0xc7d1b66f1728e061!8m2!3d-22.8732701!4d-43.7721812!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSlokIiJlc3TDumRpbyBkZSBwaWxhdGVzIGVtIGl0YWd1YcOtIHJqkgEOcGlsYXRlc19zdHVkaW-aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUnVPVXczZFd4M1JSQULgAQD6AQQIGBBD!16s%2Fg%2F11f00bq79_?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Studio de Pilates Pamela Costa,"R. Ten. Osmar Vidal, 19 - Centro, Itaguaí - RJ, 23812-770",21) 99559-9560,21) 99559-9560,,,estúdio de pilates,False,,5.0,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/Studio+de+Pilates+Pamela+Costa/@-22.8823531,-43.8193658,13z/data=!4m10!1m2!2m1!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf900466601c5:0x7572aa8fee83f967!8m2!3d-22.8705214!4d-43.7764497!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSlokIiJlc3TDumRpbyBkZSBwaWxhdGVzIGVtIGl0YWd1YcOtIHJqkgEOcGlsYXRlc19zdHVkaW-aASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTk1lR05JVUdOQkVBReABAPoBBAgsEDo!16s%2Fg%2F11y3nkrssb?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Cássia Lopes Pilates,"R. Aníbal Alves, n 92 - Monte Serrat, Itaguaí - RJ, 23810-390",21) 99774-5313,21) 99774-5313,,,estúdio de pilates,False,,5.0,,"Itaguaí, RJ",Monte Serrat,"https://www.google.com/maps/place/C%C3%A1ssia+Lopes+Pilates/@-22.8823531,-43.8193658,13z/data=!4m10!1m2!2m1!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!3m6!1s0x9bf927cc429bff:0xaf95a281a4a432a0!8m2!3d-22.8724438!4d-43.7769456!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSlokIiJlc3TDumRpbyBkZSBwaWxhdGVzIGVtIGl0YWd1YcOtIHJqkgEOcGlsYXRlc19zdHVkaW-aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTkNiVFpNYnpoUlJSQULgAQD6AQQIABBG!16s%2Fg%2F11hdz6zzrv?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
"Pilates, Funcional, Localizada - Prof. Adriano Velasco","266 Loja - R. Equador - Jardim America, Itaguaí - RJ, 23810-090",21) 98670-0123,21) 98670-0123,,,estúdio de pilates,False,,5.0,,"Itaguaí, RJ",Jardim America,"https://www.google.com/maps/place/Pilates,+Funcional,+Localizada+-+Prof.+Adriano+Velasco/@-22.8823531,-43.8193658,13z/data=!4m11!1m3!2m2!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!6e1!3m6!1s0x9bf934a9a9c681:0x463edfd2d894ad34!8m2!3d-22.8715121!4d-43.7633041!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSlokIiJlc3TDumRpbyBkZSBwaWxhdGVzIGVtIGl0YWd1YcOtIHJqkgEOcGlsYXRlc19zdHVkaW-aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTmFkbDlxYVRablJSQULgAQD6AQUIkgEQQg!16s%2Fg%2F11vdrpst3w?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Studio de Pilates e Fisioterapia Dra. Débora Miranda e CIA LTDA,"Prédio Fusion Edifício T - Jardim America, Itaguaí - RJ, 23810-302",21) 96432-2422,21) 96432-2422,https://www.instagram.com/deboramirandafisio,,estúdio de pilates,False,https://www.instagram.com/deboramirandafisio/,4.9,,"Itaguaí, RJ",Jardim America,"https://www.google.com/maps/place/Studio+de+Pilates+e+Fisioterapia+Dra.+D%C3%A9bora+Miranda+e+CIA+LTDA/@-22.8823531,-43.8193658,13z/data=!4m11!1m3!2m2!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!6e1!3m6!1s0x9bf97cd4ed656f:0xf0bdbf76fa9aae69!8m2!3d-22.8704414!4d-43.7677724!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSlokIiJlc3TDumRpbyBkZSBwaWxhdGVzIGVtIGl0YWd1YcOtIHJqkgELcGh5c2lhdHJpc3SaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVTmxNMjlxWmxObkVBReABAPoBBAgTECI!16s%2Fg%2F11h_44f84q?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Amove Studio de Pilates,"Endereço: - Estr. Ari Parreiras, 984 - sobrado sala 02 - Centro, Itaguaí - RJ, 23820-302",21) 97194-5263,21) 97194-5263,,,estúdio de pilates,False,,,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/Amove+Studio+de+Pilates/@-22.8693065,-43.8592105,13z/data=!4m11!1m3!2m2!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!6e1!3m6!1s0x9bf9e733352609:0x5a570b0cfd8c1fe3!8m2!3d-22.8693065!4d-43.7871127!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSpIBDnBpbGF0ZXNfc3R1ZGlv4AEA!16s%2Fg%2F11z67yslwt?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Lifefit Itaguaí,"Av. Pref. Ismael Cavalcanti, 53 - Centro, Itaguaí - RJ, 23815-160",21) 96404-4104,21) 96404-4104,,,estúdio de pilates,True,http://www.redelifefit.com.br/,4.7,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/Lifefit+Itagua%C3%AD/@-22.8823531,-43.8193658,13z/data=!4m11!1m3!2m2!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!6e1!3m6!1s0x9bf901444dd62d:0xf0eade0b1df94b!8m2!3d-22.8735555!4d-43.7754327!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSlokIiJlc3TDumRpbyBkZSBwaWxhdGVzIGVtIGl0YWd1YcOtIHJqkgEOZml0bmVzc19jZW50ZXKaASNDaFpEU1VoTk1HOW5TMFZKUTBGblNVUnNYMW90YTJGbkVBReABAPoBBAgAEEI!16s%2Fg%2F11ll5zq3xy?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Studio Equilíbrio CM,"PCA MANOEL - R. Antônio M Pereira, 678 - Piranema, Itaguaí - RJ, 23855-275",21) 97103-2046,21) 97103-2046,https://instagram.com/studioequilibriocm?igshid=YmMyMTA2M2Y=,,estúdio de pilates,False,https://instagram.com/studioequilibriocm?igshid=YmMyMTA2M2Y=,5.0,,"Itaguaí, RJ",Piranema,"https://www.google.com/maps/place/Studio+Equil%C3%ADbrio+CM/@-22.8823531,-43.8193658,13z/data=!4m11!1m3!2m2!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!6e1!3m6!1s0x9bfdb3d0bc0b19:0x664a20e8507e63a0!8m2!3d-22.8369911!4d-43.7129954!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSlokIiJlc3TDumRpbyBkZSBwaWxhdGVzIGVtIGl0YWd1YcOtIHJqkgEOcGlsYXRlc19zdHVkaW-aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVUXRiV1JEYnpablJSQULgAQD6AQQIIxAn!16s%2Fg%2F11tjq4zvd2?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Pilates Bruna Valverde,"R. Ten. Osmar Vidal, 15 - Centro, Itaguaí - RJ, 23812-770",21) 96438-5231,21) 96438-5231,,,estúdio de pilates,False,,5.0,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/Pilates+Bruna+Valverde/@-22.8823531,-43.8193658,13z/data=!4m11!1m3!2m2!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!6e1!3m6!1s0x9bf9c94caf4fc3:0xa2e4d777a0560439!8m2!3d-22.870521!4d-43.776364!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSlokIiJlc3TDumRpbyBkZSBwaWxhdGVzIGVtIGl0YWd1YcOtIHJqkgEOcGlsYXRlc19zdHVkaW-aASRDaGREU1VoTk1HOW5TMFZKUTBGblNVTjFNRGw1U25aQlJSQULgAQD6AQQIABAN!16s%2Fg%2F11fj5d_mpr?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Stúdio de Pilates e Reabilitação Física Alessandra Santos,"R. Manoel José Batista, n° 9 - Centro, Itaguaí - RJ, 23815-541",21) 96974-0933,21) 96974-0933,https://www.instagram.com/studio_de_pilates_rf_as?igsh=OG82dGRpcHdtbGY2&utm_source=qr,,estúdio de pilates,False,https://www.instagram.com/studio_de_pilates_rf_as?igsh=OG82dGRpcHdtbGY2&utm_source=qr,5.0,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/St%C3%BAdio+de+Pilates+e+Reabilita%C3%A7%C3%A3o+F%C3%ADsica+Alessandra+Santos/@-22.8823531,-43.8193658,13z/data=!4m11!1m3!2m2!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!6e1!3m6!1s0x9bf93f4eb02209:0xf7529aefb3ec89c9!8m2!3d-22.8713821!4d-43.7822903!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSlokIiJlc3TDumRpbyBkZSBwaWxhdGVzIGVtIGl0YWd1YcOtIHJqkgEOcGlsYXRlc19zdHVkaW-aAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnhPUkZOWGJITmpTR2h3VkcxU1lWcFdVWGRrVjBveFlqSmFSbFV3UlJBQuABAPoBBAgAEDw!16s%2Fg%2F11mdxzswpn?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Studio de Pilates Cláudia Ribeiro,"R. Ivan Ciulfo Cicarino, 3 - Centro, Itaguaí - RJ, 23815-530",21) 96759-0579,21) 96759-0579,,,estúdio de pilates,False,,4.5,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/Studio+de+Pilates+Cl%C3%A1udia+Ribeiro/@-22.8823531,-43.8193658,13z/data=!4m11!1m3!2m2!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!6e1!3m6!1s0x9bf90030ee1487:0x91113f2ddeb73542!8m2!3d-22.8703043!4d-43.7743153!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSlokIiJlc3TDumRpbyBkZSBwaWxhdGVzIGVtIGl0YWd1YcOtIHJqkgEOcGlsYXRlc19zdHVkaW-aAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnhvV1dJeU5WaFdNVVpUVlZkR2QxSXhVbVpVYkdSNlZHMHhXRlF3UlJBQuABAPoBBAgAEDs!16s%2Fg%2F11xcfjqbw_?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Studio de Pilates & Fisioterapia,"R. São Pedro, 3 - Vila Geny - Vila Paraiso, Itaguaí - RJ, 23825-103",21) 96431-3577,21) 96431-3577,,,estúdio de pilates,False,,4.8,,"Itaguaí, RJ",Vila Paraiso,"https://www.google.com/maps/place/Studio+de+Pilates+%26+Fisioterapia/@-22.895349,-43.9199776,13z/data=!4m11!1m3!2m2!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!6e1!3m6!1s0x9c09454ef40d53:0x36527b6417279a78!8m2!3d-22.895349!4d-43.8478798!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSlokIiJlc3TDumRpbyBkZSBwaWxhdGVzIGVtIGl0YWd1YcOtIHJqkgEDZ3ltmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJsWjNSMk1VMUJFQUXgAQD6AQQIGBA2!16s%2Fg%2F11kxk4087r?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Pilates Janaína e Pamela/FisioPsi,"R. Ten. Osmar Vidal, 19 - Centro, Itaguaí - RJ, 23810-000",21) 96403-2887,21) 96403-2887,,,estúdio de pilates,False,,5.0,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/Pilates+Jana%C3%ADna+e+Pamela%2FFisioPsi/@-22.8823531,-43.8193658,13z/data=!4m11!1m3!2m2!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!6e1!3m6!1s0x9bf9ec6c29c735:0xe4dfa3435f8db220!8m2!3d-22.8705471!4d-43.7763669!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSpIBDnBpbGF0ZXNfc3R1ZGlv4AEA!16s%2Fg%2F11g_r5z_k4?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Pilates e Fisioterapia Rafaella Borcades - Espaço Vita,"Em cima da Clínica Viva+ Saúde - Estr. Ari Parreiras, 734 - Centro, Itaguaí - RJ, 23820-302",21) 98351-3124,21) 98351-3124,,,estúdio de pilates,False,,5.0,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/Pilates+e+Fisioterapia+Rafaella+Borcades+-+Espa%C3%A7o+Vita/@-22.8823531,-43.8193658,13z/data=!4m11!1m3!2m2!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!6e1!3m6!1s0x9bf9bfdd54ee4f:0x94d280074f6039c9!8m2!3d-22.8701476!4d-43.7849112!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSlokIiJlc3TDumRpbyBkZSBwaWxhdGVzIGVtIGl0YWd1YcOtIHJqkgEOcGlsYXRlc19zdHVkaW-aAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMnhzYWxwRVdqQmtTR3N3VXpJeFVHUnNPVzlUU0VsMFRrWktibFpHUlJBQuABAPoBBAgAEEQ!16s%2Fg%2F11sm7xz5t3?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Studio Lú Pilates/ RPG,"Estr. Ari Parreiras, 469 - Centro, Itaguaí - RJ, 23815-541, Itaguaí - RJ, 23815-541",21) 99303-3819,21) 99303-3819,,,estúdio de pilates,False,,,,"Itaguaí, RJ",RJ,"https://www.google.com/maps/place/Studio+L%C3%BA+Pilates%2F+RPG/@-22.8823531,-43.8193658,13z/data=!4m11!1m3!2m2!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!6e1!3m6!1s0x9bf900414f9267:0x431d1cb8bd735729!8m2!3d-22.8712984!4d-43.7824852!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSpIBDnBpbGF0ZXNfc3R1ZGlv4AEA!16s%2Fg%2F11wvxjhdtl?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Shekinah Terapias PILATES E FISIOTERAPIA,"R. Ten. Osmar Vidal, 15 - Centro, Itaguaí - RJ, 23812-770",2687-7229,,,,estúdio de pilates,False,,5.0,,"Itaguaí, RJ",Centro,"https://www.google.com/maps/place/Shekinah+Terapias+PILATES+E+FISIOTERAPIA/@-22.8823531,-43.8193658,13z/data=!4m11!1m3!2m2!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!6e1!3m6!1s0x9bf88be10966e3:0x60f6efa360256165!8m2!3d-22.870504!4d-43.7764976!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSpIBDnBpbGF0ZXNfc3R1ZGlv4AEA!16s%2Fg%2F11gffd_tbh?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Estúdio A Fitness - Funcional - Cross - Musculação,"R. Equador, Nº 266 - Jardim America, Itaguaí - RJ, 23810-090",21) 98670-0123,21) 98670-0123,,,estúdio de pilates,True,https://www.facebook.com/treinofuncionalitaguai/,4.7,,"Itaguaí, RJ",Jardim America,"https://www.google.com/maps/place/Est%C3%BAdio+A+Fitness+-+Funcional+-+Cross+-+Muscula%C3%A7%C3%A3o/@-22.8823531,-43.8193658,13z/data=!4m11!1m3!2m2!1sest%C3%BAdio+de+pilates+em+Itagua%C3%AD,+RJ!6e1!3m6!1s0x9bf8f060947579:0x846dd02c2f09c74b!8m2!3d-22.8715133!4d-43.7633371!15sCiNlc3TDumRpbyBkZSBwaWxhdGVzIGVtIEl0YWd1YcOtLCBSSlokIiJlc3TDumRpbyBkZSBwaWxhdGVzIGVtIGl0YWd1YcOtIHJqkgEDZ3ltmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVExY2sxWWJsVm5FQUXgAQD6AQQIABAz!16s%2Fg%2F11f3n8yk38?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Restaurante Casa da Picanha,"Rod. Pres. Dutra, s/n - Belvedere, Seropédica - RJ, 23890-000",21) 2682-7632,,,,restaurante,False,,4.3,,"Seropédica, RJ",Belvedere,"https://www.google.com/maps/place/Restaurante+Casa+da+Picanha/@-22.7083112,-43.8809385,12z/data=!4m11!1m3!2m2!1srestaurante+em+Serop%C3%A9dica,+RJ!6e5!3m6!1s0x99541ba67f477b:0x7845693e7fa246ef!8m2!3d-22.7083112!4d-43.7367429!15sCh5yZXN0YXVyYW50ZSBlbSBTZXJvcMOpZGljYSwgUkpaHyIdcmVzdGF1cmFudGUgZW0gc2Vyb3DDqWRpY2EgcmqSARRicmF6aWxpYW5fcmVzdGF1cmFudJoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSa09FMWZRMDEzRUFF4AEA-gEECAAQPw!16s%2Fg%2F11b6hyz4rq?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Restaurante Casa de Minas,"Estr. Rio São Paulo - Boa Esperança, Seropédica - RJ, 23890-000",21) 2682-7804,,,,restaurante,False,,4.5,,"Seropédica, RJ",Boa Esperança,"https://www.google.com/maps/place/Restaurante+Casa+de+Minas/@-22.7083112,-43.8809385,12z/data=!4m11!1m3!2m2!1srestaurante+em+Serop%C3%A9dica,+RJ!6e5!3m6!1s0x9954137e30d9b5:0xf79fb591fe3a59c!8m2!3d-22.7162514!4d-43.7284457!15sCh5yZXN0YXVyYW50ZSBlbSBTZXJvcMOpZGljYSwgUkpaHyIdcmVzdGF1cmFudGUgZW0gc2Vyb3DDqWRpY2EgcmqSAR90eXBpY2FsX21pbmFzX2dlcmFpc19yZXN0YXVyYW50mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJDTkZvMldsQjNFQUXgAQD6AQQIABBI!16s%2Fg%2F1yfjf18y5?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Churrascaria e Restaurante Fioravanti,"R. Absalhão Meireles, 3 - Parque Jacimar, Seropédica - RJ, 23897-450",21) 99874-9298,21) 99874-9298,,,restaurante,False,,4.7,,"Seropédica, RJ",Parque Jacimar,"https://www.google.com/maps/place/Churrascaria+e+Restaurante+Fioravanti/@-22.7083112,-43.8809385,12z/data=!4m11!1m3!2m2!1srestaurante+em+Serop%C3%A9dica,+RJ!6e5!3m6!1s0x9957d90ce59a27:0xd68b30a18acc1185!8m2!3d-22.7936049!4d-43.650632!15sCh5yZXN0YXVyYW50ZSBlbSBTZXJvcMOpZGljYSwgUkpaHyIdcmVzdGF1cmFudGUgZW0gc2Vyb3DDqWRpY2EgcmqSAQpyZXN0YXVyYW50mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJTYVRSeVVXMUJSUkFC4AEA-gEECAAQQg!16s%2Fg%2F11smbvtyrx?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Churrascaria Faca Gaúcha,"R. Jaíro Ramalho, 47 - Boa Esperança, Seropédica - RJ, 23894-358",21) 99921-3358,21) 99921-3358,,,restaurante,True,https://www.facebook.com/facagaucha,4.2,,"Seropédica, RJ",Boa Esperança,"https://www.google.com/maps/place/Churrascaria+Faca+Ga%C3%BAcha/@-22.7083112,-43.8809385,12z/data=!4m11!1m3!2m2!1srestaurante+em+Serop%C3%A9dica,+RJ!6e5!3m6!1s0x995685a55cbaf7:0x12a65df1d4ed9cc!8m2!3d-22.7463044!4d-43.6999596!15sCh5yZXN0YXVyYW50ZSBlbSBTZXJvcMOpZGljYSwgUkpaHyIdcmVzdGF1cmFudGUgZW0gc2Vyb3DDqWRpY2EgcmqSARNiYXJiZWN1ZV9yZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJwRk5HVllVbmxWUlhoTVZGVk5kRmxXVmtoamJsSm9XbXhTTkZVell4QULgAQD6AQQIABA4!16s%2Fg%2F11bx56tztt?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Recanto da Praça,"R. José Graça Leite, 88 - São Miguel, Seropédica - RJ, 23890-000",21) 99048-4635,21) 99048-4635,,,restaurante,False,,4.8,,"Seropédica, RJ",São Miguel,"https://www.google.com/maps/place/Recanto+da+Pra%C3%A7a/@-22.7083112,-43.8809385,12z/data=!4m11!1m3!2m2!1srestaurante+em+Serop%C3%A9dica,+RJ!6e5!3m6!1s0x9955ae7d8ca921:0xc6622bff66ed4594!8m2!3d-22.7102401!4d-43.7311474!15sCh5yZXN0YXVyYW50ZSBlbSBTZXJvcMOpZGljYSwgUkpaHyIdcmVzdGF1cmFudGUgZW0gc2Vyb3DDqWRpY2EgcmqSARFmYW1pbHlfcmVzdGF1cmFudJoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VONGFYWnBjbXRSUlJBQuABAPoBBAgAEEc!16s%2Fg%2F11thq1_nq8?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Restaurante Milk & Mel,"Estrada Rio São Paulo, BR-465, 284 - Jardins, Seropédica - RJ",21) 96769-9911,21) 96769-9911,,,restaurante,False,,4.5,,"Seropédica, RJ",Jardins,"https://www.google.com/maps/place/Restaurante+Milk+%26+Mel/@-22.7083112,-43.8809385,12z/data=!4m11!1m3!2m2!1srestaurante+em+Serop%C3%A9dica,+RJ!6e5!3m6!1s0x99550001e42085:0x708b91c743176409!8m2!3d-22.7198329!4d-43.7259511!15sCh5yZXN0YXVyYW50ZSBlbSBTZXJvcMOpZGljYSwgUkpaHyIdcmVzdGF1cmFudGUgZW0gc2Vyb3DDqWRpY2EgcmqaAURDaTlEUVVsUlFVTnZaRU5vZEhsalJqbHZUMjF2ZDJGdWFHOWFSMXBFVTJ0T1QwMUZXblJhTUdoWVYxWkdjMU5yUlJBQuABAPoBBAgAEDM!16s%2Fg%2F11njn293ks?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
Restaurante Raízes - Seropédica,"Av. Recife, 74 - Incra, Seropédica - RJ, 23890-630",21) 96477-3852,5521964773852,,,restaurante,True,https://wa.me/5521964773852?text=Vim%20pelo%20Google%20voc%C3%AAs%20fazem%20reservas?,4.8,,"Seropédica, RJ",Incra,"https://www.google.com/maps/place/Restaurante+Ra%C3%ADzes+-+Serop%C3%A9dica/@-22.7083112,-43.8809385,12z/data=!4m11!1m3!2m2!1srestaurante+em+Serop%C3%A9dica,+RJ!6e5!3m6!1s0x9957003c1ccd07:0x8ae803ac70e1931c!8m2!3d-22.7658855!4d-43.6524977!15sCh5yZXN0YXVyYW50ZSBlbSBTZXJvcMOpZGljYSwgUkpaHyIdcmVzdGF1cmFudGUgZW0gc2Vyb3DDqWRpY2EgcmqSAQpyZXN0YXVyYW50mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ3NVdWWkZaRTVpTWxad1pFVjRlRlF3U25GVmJFcDBXVE5zV0ZneFJSQULgAQD6AQQILRAc!16s%2Fg%2F11y3n7w71z?entry=ttu&g_ep=EgoyMDI2MDYwMS4wIKXMDSoASAFQAw%3D%3D"
