nome,cidade,categoria,telefone,endereco,avaliacao,num_avaliacoes,tem_site,email,fonte_email,classificacao_email,prioridade,motivo_classificacao,motivo_filtro_final
Bazar Salgueiro,"Mesquita, RJ",material de construção,21) 99824-4484,"R. Amorim, 08 - Banco de Areia, Mesquita - RJ, 26570-350",4.4,,False,contato@bazarcasamaria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Capadócia Auto Mecânica,"Mesquita, RJ",oficina mecânica,21) 96655-2913,"R. Leonor, 43 - Banco de Areia, Mesquita - RJ, 26570-280",5.0,,False,contato@automecanicamesquita.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Mecânica Jofel,"Mesquita, RJ",oficina mecânica,21) 2796-3256,"Av. Getúlio de Moura, 1611 - Centro, Mesquita - RJ, 26240-040",5.0,,False,contato@parafa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
"Universo Dos Pet's Rações, Medicamentos e Acessórios para Cães e gatos","Mesquita, RJ",pet shop,21) 97972-7066,"R. Paraná, 167 - Centro, Mesquita - RJ, 26553-020",5.0,,False,contato@universo.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Churrasco do Michel,"Mesquita, RJ",restaurante,21) 98610-4952,"R. Bráulio, 588 - Santo Elias, Mesquita - RJ, 26562-020",4.7,,False,contato@tudonagrelha.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Metalúrgica Augusto Ferraço Ltda,"Mesquita, RJ",serralheria,21) 2796-4553,"R. Lídia, 471 - Chatuba, Mesquita - RJ, 26587-000",5.0,,False,vendas@metalurgicarf.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria & Vidracaria Rei,"Mesquita, RJ",serralheria,21) 96444-8790,"Av. Gov. Celso Peçanha, 299 - Cruzeiro do Sul, Mesquita - RJ, 26570-000",4.7,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria Araujo,"Mesquita, RJ",serralheria,21) 98300-9823,,5.0,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria Servinox,"Mesquita, RJ",serralheria,21) 96562-1716,"R. Augusto Cardoso - Coréia, Mesquita - RJ, 26556-030",3.0,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria Stefani,"Mesquita, RJ",serralheria,,"R. David José Furtado, 449 - Vila Emil, Mesquita - RJ, 26580-011",,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria Valdir Santana,"Mesquita, RJ",serralheria,21) 98515-1486,"Tv. Azevedo Júnior, 165 - Chatuba, Mesquita - RJ, 26587-340",,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria do Madruga,"Mesquita, RJ",serralheria,21) 98416-1333,"rua pracido rua prasido, 137, Mesquita - RJ, 26580-170",1.0,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria's Thiago,"Mesquita, RJ",serralheria,21) 96485-7802,"R. Hermelinda Ramos - Jacutinga, Mesquita - RJ, 26564-480",,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Barbearia Do Marinho,"Nilópolis, RJ",barbearia,,"R. Sofía, 112 - Centro, Nilópolis - RJ, 26525-510",4.9,,False,contato@barbeariadoze.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Barbearia Juju,"Nilópolis, RJ",barbearia,21) 98043-2106,"R. Cel. França Leite, 1623 - Loja 1 - Manoel Reis I, Nilópolis - RJ, 26520-070",4.9,,False,contato@barbeariadoze.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Barbearia Renascer,"Nilópolis, RJ",barbearia,21) 96971-5337,"R. Manuel Luis Pereira, 20 - Centro, Nilópolis - RJ, 26520-290",4.8,,False,contato@barbeariadoze.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Boa Vista,"Nilópolis, RJ",barbearia,21) 97338-8680,"Estr. Gen. Mena Barreto, 293 - Centro, Nilópolis - RJ, 26530-330",4.5,,False,contato@colegioboavista.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria Nilópolis,"Nilópolis, RJ",serralheria,21) 99258-8548,"Estr. Gen. Mena Barreto, 1166 - Centro, Nilópolis - RJ, 26535-330",5.0,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Persianas - Vidros Temperados - Piso Lâminado - P.S.S.TEIXEIRA Decorações - Janela de Vidro,"Nilópolis, RJ",vidraçaria,21) 96490-2633,"R. Alberto Teixeira da Cunha, 228 - Centro, Nilópolis - RJ, 26510-612",5.0,,False,comercial@persilux.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
"Serralheria ""Central"" de Nilópolis","Nilópolis, RJ",vidraçaria,21) 3760-3945,"Av. Getúlio de Moura, 1743 - Centro, Nilópolis - RJ, 26525-370",4.1,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria Do Russo Ltda,"Nilópolis, RJ",vidraçaria,21) 98519-8480,"Estr. Gen. Mena Barreto, 1166 - Centro, Nilópolis - RJ, 26535-330",5.0,,False,vendas@serralheria.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Gallo Barbearia,"Nova Iguaçu, RJ",barbearia,21) 3540-0582,"R. Humberto Gentil Baroni, 121 - Centro, Nova Iguaçu - RJ, 26255-020",4.7,,False,contato@gallobarbearia.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Contador,"Nova Iguaçu, RJ",contador,21) 98208-1150,"Rua Doutor, R. Dr. Paulo Fróes Machado, 88 - sala 601 - Centro, Nova Iguaçu - RJ, 26255-170",5.0,,False,contato@andradecont.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
TM Soluções Elétricas ( energia solar),"Nova Iguaçu, RJ",eletricista,21) 97440-0957,"R. Ten. Cleto Campelo, 935 - Vila Leopoldina, Duque de Caxias - RJ, 25035-360",5.0,,False,contato@tmenergiasolar.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Beiço o eletricista faz tudo,"Nova Iguaçu, RJ",encanador,21) 99225-2053,"Avenida perimetral Pistoia, 54 - Gramacho, Duque de Caxias - RJ, 25051-290",,,False,contato@eletricistanoriodejaneiro.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Cris Folhas e Flores,"Nova Iguaçu, RJ",floricultura,21) 99126-7594,"JOAO - Av. Monte Libano, 77 - Parque Ulisses, Nova Iguaçu - RJ, 26010-752",5.0,,False,contato@uniflores.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Tavile Floricultura,"Nova Iguaçu, RJ",floricultura,21) 99070-7190,"Transversal com a Urânio ao lado da Padaria do Michel - R. João de Matos Filho, N° 210 - Parque Alian, São João de Meriti - RJ, 25550-442",5.0,,False,contato@floricultura.9guacu.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Lavateria fast nova iguaçu centro,"Nova Iguaçu, RJ",lavanderia,21) 97355-0546,"R. Cel. Alfredo Soares, 236 - Centro, Nova Iguaçu - RJ, 26255-150",5.0,,False,contato@fastf.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Afaceira das Bikes,"Nova Iguaçu, RJ",loja de bicicleta,21) 2668-3561,"Av. Mal. Floriano Peixoto, 1480 - loja 104 - Centro, Nova Iguaçu - RJ, 26210-000",4.1,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Bikes Sant,"Nova Iguaçu, RJ",loja de bicicleta,21) 97030-6809,"R. Praga - Comendador Soares, Nova Iguaçu - RJ, 26281-240",5.0,,False,contato@collibike.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Mundo das Bikes,"Nova Iguaçu, RJ",loja de bicicleta,21) 3564-7279,"R. Dona Clara de Araújo, 1518 - Engenho Pequeno, Nova Iguaçu - RJ, 26010-391",4.9,,False,contato@mundoeletricomotors.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Vezzo Móveis Nova Iguaçu 1,"Nova Iguaçu, RJ",loja de móveis,21) 97238-8258,"Av. Gov. Amaral Peixoto, 598 - Centro, Nova Iguaçu - RJ, 26210-171",4.5,,False,contato@vezzomoveis.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Zada Rio | Moda Praia e Fitness Feminina | Nova Iguaçu,"Nova Iguaçu, RJ",loja de roupas,21) 97066-2188,"R. Frederico de Castro Pereira, 701 - Jardim Tropical, Nova Iguaçu - RJ, 26015-060",4.7,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Marcenaria Solution,"Nova Iguaçu, RJ",marcenaria,21) 96419-8663,"Estr. Dep. Darcílio Ayres Raunheitti, 342 - Vila São Luís, Nova Iguaçu - RJ, 26012-466",1.0,,False,vendas@solutionsobmedida.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Ventura Garage Club,"Nova Iguaçu, RJ",oficina mecânica,21) 2657-6623,"R. Acalifa, 31 - Margarida, Nova Iguaçu - RJ, 26010-720",4.4,,False,contato@venturapneus.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Papelaria 2B,"Nova Iguaçu, RJ",papelaria,21) 96527-4059,"R. Regina, Nova Iguaçu - RJ, 26291-320",5.0,,False,vendas@lorenbrindes.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Alves & Oliveira Advogados,"Queimados, RJ",advogado,21) 2665-2828,"R. João Bernardo, 58 - Vila das Mangueiras, Queimados - RJ, 26380-140",4.8,,False,contato@oliveiraalves.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Viver Clínica Médica,"Queimados, RJ",clínica médica,2663-0445,"Av. Irmãos Guinle, 725 - Vila das Mangueiras, Queimados - RJ, 26323-130",4.4,,False,contato@viverclinicamedica.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Hospital Veterinário de Queimados,"Queimados, RJ",clínica veterinária,21) 3770-3817,"Rua Zildo Siqueira de Oliveira, 48 - Centro, Queimados - RJ, 26383-300",4.6,,False,contato@apaixonadosporquatropatas.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Padaria Uga-Uga,"Queimados, RJ",confeitaria,21) 7842-8862,"Av. Camarim, 134 - Centro, Queimados - RJ, 26383-140",4.5,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Agility Assessoria Contábil | Contabilidade em Queimados- RJ,"Queimados, RJ",contador,21) 99924-5914,"R. Colibri, 62 - Pacaembu, Queimados - RJ, 26323-528",,,False,contato@somosagility.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
"Eletricista Predial e Residencial, serviços e reparos manutenção 24h RJr Soluções elétricas","Queimados, RJ",eletricista,21) 97917-5545,"R. das Acácias, 4 - Eng. Pedreira, Japeri - RJ, 26445-190",4.9,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
encanadores em geral 20 horas,"Queimados, RJ",encanador,21) 96746-7990,,3.0,,False,contato@encanadorpertodemim.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Lotus,"Queimados, RJ",estúdio de pilates,21) 98404-7043,"Av. Irmãos Guinle, 901 - Sala 213 - Centro, Queimados - RJ, 26310-200",4.9,,False,contato@lotuspilates.net,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Ousado & Ousada,"Queimados, RJ",joalheria,21) 2665-4565,"Praça Nossa Senhora da Conceição, 59 - Loja 02 - Queimados, RJ, 26325-380",4.4,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Elida Bicicletas,"Queimados, RJ",loja de bicicleta,,"R. Dr. José Maria Coelho, 23 - Vila das Mangueiras, Queimados - RJ, 26325-270",,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Rodrigo Diores Bike,"Queimados, RJ",loja de bicicleta,21) 99225-9717,"R. São Sebastião - Vila Nascente, Queimados - RJ, 26323-291",5.0,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Marcenaria Moplan,"Queimados, RJ",marcenaria,21) 96873-4245,"R. Monte Agudo, 10 - Qd 28 - Vila Sao Joao, Queimados - RJ, 26377-360",4.4,,False,contato@vriconsulting.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Padaria Pisno,"Queimados, RJ",padaria,21) 98097-3986,"R. Américo Pinho - São Miguel, Queimados - RJ, 26313-050",4.9,,False,contato@vriconsulting.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Masterc Serralheria e Vidraçaria,"Queimados, RJ",serralheria,21) 2663-3998,"Estr. de Caramujos, 1180 - Vila Dona Branca, Queimados - RJ, 26320-270",1.0,,False,comercial@masterzincrj.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Ótica Nova Visão,"Queimados, RJ",ótica,21) 3764-8401,"Av. Dr. Pedro Jorge, 189 - Queimados, RJ, 26383-060",4.3,,False,contato@vriconsulting.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
"Óticas Amigão Queimados - Óculos Completo a partir de R$99,90","Queimados, RJ",ótica,21) 98252-9799,"estação de trem - Rua Padre Marquês, 20 - Próximo a - Vila Sao Roque, Queimados - RJ, 26435-250",1.0,,False,contato@oticascariocao.com,cnpj,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Fernando Bernardes Townsend - Advogado,"São João de Meriti, RJ",advogado,21) 99821-1576,"Av. Automóvel Clube, 63 - sala 403 - 4 andar - Centro, São João de Meriti - RJ, 25525-125",4.4,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
PROVA PRÁTICA DE DIREÇÃO VEICULAR - SÃO JOÃO DE MERITI,"São João de Meriti, RJ",auto escola,,"R. Tulípa, 1120 - Jardim Sumare, São João de Meriti - RJ, 25580-500",2.3,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Barbearia JW,"São João de Meriti, RJ",barbearia,21) 99070-4494,"Av. Comendador Teles, 2542 - Vilar dos Teles, São João de Meriti - RJ, 25561-162",4.8,,False,contato@acheiempresa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
OdontoCompany São João de Meriti,"São João de Meriti, RJ",dentista,21) 2755-9402,"R. da Matriz, 117 - Sobreloja - Centro, São João de Meriti - RJ, 25520-640",4.1,7,False,contato@odontocompanysjdemeriti.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Refrigeração e Climatização,"São João de Meriti, RJ",eletricista,,"R. Moacir Saraíva de Carvalho - Jardim Metropole, São João de Meriti - RJ, 25571-190",5.0,,False,contato@centralarmeriti.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
J.F Imobiliária,"São João de Meriti, RJ",imobiliária,21) 2156-0627,"Galeria das xerox - R. da Matriz, 217 - Loja 18 - Centro, São João de Meriti - RJ, 25520-640",4.6,,False,contato@jfalmeidaimoveis.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Giga Point Petiscos e Lanches,"São João de Meriti, RJ",lanchonete,21) 2656-2973,"R. Arizona, 60 - Éden, São João de Meriti - RJ, 25545-040",4.9,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
D' Luxo Lavagem a Seco RJ,"São João de Meriti, RJ",lavanderia,21) 96435-2214,"R. Separação, 23 - Lote 17 - Vilar dos Teles, São João de Meriti - RJ, 25555-620",4.9,,False,contato@dluxoonline.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Dry Informática,"São João de Meriti, RJ",lavanderia,21) 2653-0208,"Av. Arthur Antônio Sendas, 1995 - Parque Analândia, São João de Meriti - RJ, 25585-021",5.0,,False,contato@parafa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Nobre Arte - Marcenaria,"São João de Meriti, RJ",marcenaria,21) 96949-8840,"R. Fortuna, Lt5 Qd1 - Vila Esperanca, Belford Roxo - RJ, 25040-004",5.0,,False,comercial@nobremeriti.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Panificação Skill Ltda.,"São João de Meriti, RJ",padaria,21) 3735-4130,"Av. Getúlio de Moura, 1713 - Agostinho Porto, São João de Meriti - RJ, 25545-201",4.5,,False,contato@skillpanificacao.com,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Jmw Oficina Curso De Lanternagem E Pintura,"São João de Meriti, RJ",pintor,21) 98264-7415,"R. Fragata - Éden, São João de Meriti - RJ, 25535-021",4.9,,False,contato@portaljpa.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Marquês Pintura Automotiva,"São João de Meriti, RJ",pintor,21) 97132-1463,"R. Donato Mazone, 18 - Jardim Iris, São João de Meriti - RJ, 25575-741",5.0,,False,comercial@listaamarela.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Mercado e distribuidora Menor Preço,"São João de Meriti, RJ",supermercado,21) 2662-8278,"R. Assunção, 11 - quadra 111 - Vilar dos Teles, São João de Meriti - RJ, 25561-410",4.0,,False,vendas@lorenbrindes.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
Serralheria e Vidraçaria WL,"São João de Meriti, RJ",vidraçaria,21) 3036-9326,"Estr. Aníbal da Mota, 2174 - Jardim Limeira, Belford Roxo - RJ, 26190-060",3.0,,False,contato@diocesededuquedecaxias.org.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
VL Vidros RJ,"São João de Meriti, RJ",vidraçaria,21) 3752-5920,"ao lado do posto Shell - Rua Nicolau Cheven, 310 - Jardim Meriti, São João de Meriti - RJ, 25510-310",4.7,,False,contato@vlvidros.com.br,comercial,caixa_generica_negocio,85,caixa generica em dominio proprio,ok
